ID,Class
6748,A
6749,A
6750,A
6751,A
6752,A
6753,A
6754,A
6755,A
6756,A
6757,A
6758,A
6759,A
6760,A
6761,A
6762,A
6763,A
6764,A
6765,A
6766,A
6767,A
6768,A
6769,A
6770,A
6771,A
6772,A
6773,A
6774,A
6775,A
6776,A
6777,A
6778,A
6779,A
6780,A
6781,A
6782,A
6783,A
6784,A
6785,A
6786,A
6787,A
6788,A
6789,A
6790,A
6791,A
6792,A
6793,A
6794,A
6795,A
6796,A
6797,A
6798,A
6799,A
6800,A
6801,A
6802,A
6803,A
6804,A
6805,A
6806,A
6807,A
6808,A
6809,A
6810,A
6811,A
6812,A
6813,A
6814,A
6815,A
6816,A
6817,A
6818,A
6819,A
6820,A
6821,A
6822,A
6823,A
6824,A
6825,A
6826,A
6827,A
6828,A
6829,A
6830,A
6831,A
6832,A
6833,A
6834,A
6835,A
6836,A
6837,A
6838,A
6839,A
6840,A
6841,A
6842,A
6843,A
6844,A
6845,A
6846,A
6847,A
6848,A
6849,A
6850,A
6851,A
6852,A
6853,A
6854,A
6855,A
6856,A
6857,A
6858,A
6859,A
6860,A
6861,A
6862,A
6863,A
6864,A
6865,A
6866,A
6867,A
6868,A
6869,A
6870,A
6871,A
6872,A
6873,A
6874,A
6875,A
6876,A
6877,A
6878,A
6879,A
6880,A
6881,A
6882,A
6883,A
6884,A
6885,A
6886,A
6887,A
6888,A
6889,A
6890,A
6891,A
6892,A
6893,A
6894,A
6895,A
6896,A
6897,A
6898,A
6899,A
6900,A
6901,A
6902,A
6903,A
6904,A
6905,A
6906,A
6907,A
6908,A
6909,A
6910,A
6911,A
6912,A
6913,A
6914,A
6915,A
6916,A
6917,A
6918,A
6919,A
6920,A
6921,A
6922,A
6923,A
6924,A
6925,A
6926,A
6927,A
6928,A
6929,A
6930,A
6931,A
6932,A
6933,A
6934,A
6935,A
6936,A
6937,A
6938,A
6939,A
6940,A
6941,A
6942,A
6943,A
6944,A
6945,A
6946,A
6947,A
6948,A
6949,A
6950,A
6951,A
6952,A
6953,A
6954,A
6955,A
6956,A
6957,A
6958,A
6959,A
6960,A
6961,A
6962,A
6963,A
6964,A
6965,A
6966,A
6967,A
6968,A
6969,A
6970,A
6971,A
6972,A
6973,A
6974,A
6975,A
6976,A
6977,A
6978,A
6979,A
6980,A
6981,A
6982,A
6983,A
6984,A
6985,A
6986,A
6987,A
6988,A
6989,A
6990,A
6991,A
6992,A
6993,A
6994,A
6995,A
6996,A
6997,A
6998,A
6999,A
7000,A
7001,A
7002,A
7003,A
7004,A
7005,A
7006,A
7007,A
7008,A
7009,A
7010,A
7011,A
7012,A
7013,A
7014,A
7015,A
7016,A
7017,A
7018,A
7019,A
7020,A
7021,A
7022,A
7023,A
7024,A
7025,A
7026,A
7027,A
7028,A
7029,A
7030,A
7031,A
7032,A
7033,A
7034,A
7035,A
7036,A
7037,A
7038,A
7039,A
7040,A
7041,A
7042,A
7043,A
7044,A
7045,A
7046,A
7047,A
7048,A
7049,A
7050,A
7051,A
7052,A
7053,A
7054,A
7055,A
7056,A
7057,A
7058,A
7059,A
7060,A
7061,A
7062,A
7063,A
7064,A
7065,A
7066,A
7067,A
7068,A
7069,A
7070,A
7071,A
7072,A
7073,A
7074,A
7075,A
7076,A
7077,A
7078,A
7079,A
7080,A
7081,A
7082,A
7083,A
7084,A
7085,A
7086,A
7087,A
7088,A
7089,A
7090,A
7091,A
7092,A
7093,A
7094,A
7095,A
7096,A
7097,A
7098,A
7099,A
7100,A
7101,A
7102,A
7103,A
7104,A
7105,A
7106,A
7107,A
7108,A
7109,A
7110,A
7111,A
7112,A
7113,A
7114,A
7115,A
7116,A
7117,A
7118,A
7119,A
7120,A
7121,A
7122,A
7123,A
7124,A
7125,A
7126,A
7127,A
7128,A
7129,A
7130,A
7131,A
7132,A
7133,A
7134,A
7135,A
7136,A
7137,A
7138,A
7139,A
7140,A
7141,A
7142,A
7143,A
7144,A
7145,A
7146,A
7147,A
7148,A
7149,A
7150,A
7151,A
7152,A
7153,A
7154,A
7155,A
7156,A
7157,A
7158,A
7159,A
7160,A
7161,A
7162,A
7163,A
7164,A
7165,A
7166,A
7167,A
7168,A
7169,A
7170,A
7171,A
7172,A
7173,A
7174,A
7175,A
7176,A
7177,A
7178,A
7179,A
7180,A
7181,A
7182,A
7183,A
7184,A
7185,A
7186,A
7187,A
7188,A
7189,A
7190,A
7191,A
7192,A
7193,A
7194,A
7195,A
7196,A
7197,A
7198,A
7199,A
7200,A
7201,A
7202,A
7203,A
7204,A
7205,A
7206,A
7207,A
7208,A
7209,A
7210,A
7211,A
7212,A
7213,A
7214,A
7215,A
7216,A
7217,A
7218,A
7219,A
7220,A
7221,A
7222,A
7223,A
7224,A
7225,A
7226,A
7227,A
7228,A
7229,A
7230,A
7231,A
7232,A
7233,A
7234,A
7235,A
7236,A
7237,A
7238,A
7239,A
7240,A
7241,A
7242,A
7243,A
7244,A
7245,A
7246,A
7247,A
7248,A
7249,A
7250,A
7251,A
7252,A
7253,A
7254,A
7255,A
7256,A
7257,A
7258,A
7259,A
7260,A
7261,A
7262,A
7263,A
7264,A
7265,A
7266,A
7267,A
7268,A
7269,A
7270,A
7271,A
7272,A
7273,A
7274,A
7275,A
7276,A
7277,A
7278,A
7279,A
7280,A
7281,A
7282,A
7283,A
7284,A
7285,A
7286,A
7287,A
7288,A
7289,A
7290,A
7291,A
7292,A
7293,A
7294,A
7295,A
7296,A
7297,A
7298,A
7299,A
7300,A
7301,A
7302,A
7303,A
7304,A
7305,A
7306,A
7307,A
7308,A
7309,A
7310,A
7311,A
7312,A
7313,A
7314,A
7315,A
7316,A
7317,A
7318,A
7319,A
7320,A
7321,A
7322,A
7323,A
7324,A
7325,A
7326,A
7327,A
7328,A
7329,A
7330,A
7331,A
7332,A
7333,A
7334,A
7335,A
7336,A
7337,A
7338,A
7339,A
7340,A
7341,A
7342,A
7343,A
7344,A
7345,A
7346,A
7347,A
7348,A
7349,A
7350,A
7351,A
7352,A
7353,A
7354,A
7355,A
7356,A
7357,A
7358,A
7359,A
7360,A
7361,A
7362,A
7363,A
7364,A
7365,A
7366,A
7367,A
7368,A
7369,A
7370,A
7371,A
7372,A
7373,A
7374,A
7375,A
7376,A
7377,A
7378,A
7379,A
7380,A
7381,A
7382,A
7383,A
7384,A
7385,A
7386,A
7387,A
7388,A
7389,A
7390,A
7391,A
7392,A
7393,A
7394,A
7395,A
7396,A
7397,A
7398,A
7399,A
7400,A
7401,A
7402,A
7403,A
7404,A
7405,A
7406,A
7407,A
7408,A
7409,A
7410,A
7411,A
7412,A
7413,A
7414,A
7415,A
7416,A
7417,A
7418,A
7419,A
7420,A
7421,A
7422,A
7423,A
7424,A
7425,A
7426,A
7427,A
7428,A
7429,A
7430,A
7431,A
7432,A
7433,A
7434,A
7435,A
7436,A
7437,A
7438,A
7439,A
7440,A
7441,A
7442,A
7443,A
7444,A
7445,A
7446,A
7447,A
7448,A
7449,A
7450,A
7451,A
7452,A
7453,A
7454,A
7455,A
7456,A
7457,A
7458,A
7459,A
7460,A
7461,A
7462,A
7463,A
7464,A
7465,A
7466,A
7467,A
7468,A
7469,A
7470,A
7471,A
7472,A
7473,A
7474,A
7475,A
7476,A
7477,A
7478,A
7479,A
7480,A
7481,A
7482,A
7483,A
7484,A
7485,A
7486,A
7487,A
7488,A
7489,A
7490,A
7491,A
7492,A
7493,A
7494,A
7495,A
7496,A
7497,A
7498,A
7499,A
7500,A
7501,A
7502,A
7503,A
7504,A
7505,A
7506,A
7507,A
7508,A
7509,A
7510,A
7511,A
7512,A
7513,A
7514,A
7515,A
7516,A
7517,A
7518,A
7519,A
7520,A
7521,A
7522,A
7523,A
7524,A
7525,A
7526,A
7527,A
7528,A
7529,A
7530,A
7531,A
7532,A
7533,A
7534,A
7535,A
7536,A
7537,A
7538,A
7539,A
7540,A
7541,A
7542,A
7543,A
7544,A
7545,A
7546,A
7547,A
7548,A
7549,A
7550,A
7551,A
7552,A
7553,A
7554,A
7555,A
7556,A
7557,A
7558,A
7559,A
7560,A
7561,A
7562,A
7563,A
7564,A
7565,A
7566,A
7567,A
7568,A
7569,A
7570,A
7571,A
7572,A
7573,A
7574,A
7575,A
7576,A
7577,A
7578,A
7579,A
7580,A
7581,A
7582,A
7583,A
7584,A
7585,A
7586,A
7587,A
7588,A
7589,A
7590,A
7591,A
7592,A
7593,A
7594,A
7595,A
7596,A
7597,A
7598,A
7599,A
7600,A
7601,A
7602,A
7603,A
7604,A
7605,A
7606,A
7607,A
7608,A
7609,A
7610,A
7611,A
7612,A
7613,A
7614,A
7615,A
7616,A
7617,A
7618,A
7619,A
7620,A
7621,A
7622,A
7623,A
7624,A
7625,A
7626,A
7627,A
7628,A
7629,A
7630,A
7631,A
7632,A
7633,A
7634,A
7635,A
7636,A
7637,A
7638,A
7639,A
7640,A
7641,A
7642,A
7643,A
7644,A
7645,A
7646,A
7647,A
7648,A
7649,A
7650,A
7651,A
7652,A
7653,A
7654,A
7655,A
7656,A
7657,A
7658,A
7659,A
7660,A
7661,A
7662,A
7663,A
7664,A
7665,A
7666,A
7667,A
7668,A
7669,A
7670,A
7671,A
7672,A
7673,A
7674,A
7675,A
7676,A
7677,A
7678,A
7679,A
7680,A
7681,A
7682,A
7683,A
7684,A
7685,A
7686,A
7687,A
7688,A
7689,A
7690,A
7691,A
7692,A
7693,A
7694,A
7695,A
7696,A
7697,A
7698,A
7699,A
7700,A
7701,A
7702,A
7703,A
7704,A
7705,A
7706,A
7707,A
7708,A
7709,A
7710,A
7711,A
7712,A
7713,A
7714,A
7715,A
7716,A
7717,A
7718,A
7719,A
7720,A
7721,A
7722,A
7723,A
7724,A
7725,A
7726,A
7727,A
7728,A
7729,A
7730,A
7731,A
7732,A
7733,A
7734,A
7735,A
7736,A
7737,A
7738,A
7739,A
7740,A
7741,A
7742,A
7743,A
7744,A
7745,A
7746,A
7747,A
7748,A
7749,A
7750,A
7751,A
7752,A
7753,A
7754,A
7755,A
7756,A
7757,A
7758,A
7759,A
7760,A
7761,A
7762,A
7763,A
7764,A
7765,A
7766,A
7767,A
7768,A
7769,A
7770,A
7771,A
7772,A
7773,A
7774,A
7775,A
7776,A
7777,A
7778,A
7779,A
7780,A
7781,A
7782,A
7783,A
7784,A
7785,A
7786,A
7787,A
7788,A
7789,A
7790,A
7791,A
7792,A
7793,A
7794,A
7795,A
7796,A
7797,A
7798,A
7799,A
7800,A
7801,A
7802,A
7803,A
7804,A
7805,A
7806,A
7807,A
7808,A
7809,A
7810,A
7811,A
7812,A
7813,A
7814,A
7815,A
7816,A
7817,A
7818,A
7819,A
7820,A
7821,A
7822,A
7823,A
7824,A
7825,A
7826,A
7827,A
7828,A
7829,A
7830,A
7831,A
7832,A
7833,A
7834,A
7835,A
7836,A
7837,A
7838,A
7839,A
7840,A
7841,A
7842,A
7843,A
7844,A
7845,A
7846,A
7847,A
7848,A
7849,A
7850,A
7851,A
7852,A
7853,A
7854,A
7855,A
7856,A
7857,A
7858,A
7859,A
7860,A
7861,A
7862,A
7863,A
7864,A
7865,A
7866,A
7867,A
7868,A
7869,A
7870,A
7871,A
7872,A
7873,A
7874,A
7875,A
7876,A
7877,A
7878,A
7879,A
7880,A
7881,A
7882,A
7883,A
7884,A
7885,A
7886,A
7887,A
7888,A
7889,A
7890,A
7891,A
7892,A
7893,A
7894,A
7895,A
7896,A
7897,A
7898,A
7899,A
7900,A
7901,A
7902,A
7903,A
7904,A
7905,A
7906,A
7907,A
7908,A
7909,A
7910,A
7911,A
7912,A
7913,A
7914,A
7915,A
7916,A
7917,A
7918,A
7919,A
7920,A
7921,A
7922,A
7923,A
7924,A
7925,A
7926,A
7927,A
7928,A
7929,A
7930,A
7931,A
7932,A
7933,A
7934,A
7935,A
7936,A
7937,A
7938,A
7939,A
7940,A
7941,A
7942,A
7943,A
7944,A
7945,A
7946,A
7947,A
7948,A
7949,A
7950,A
7951,A
7952,A
7953,A
7954,A
7955,A
7956,A
7957,A
7958,A
7959,A
7960,A
7961,A
7962,A
7963,A
7964,A
7965,A
7966,A
7967,A
7968,A
7969,A
7970,A
7971,A
7972,A
7973,A
7974,A
7975,A
7976,A
7977,A
7978,A
7979,A
7980,A
7981,A
7982,A
7983,A
7984,A
7985,A
7986,A
7987,A
7988,A
7989,A
7990,A
7991,A
7992,A
7993,A
7994,A
7995,A
7996,A
7997,A
7998,A
7999,A
8000,A
8001,A
8002,A
8003,A
8004,A
8005,A
8006,A
8007,A
8008,A
8009,A
8010,A
8011,A
8012,A
8013,A
8014,A
8015,A
8016,A
8017,A
8018,A
8019,A
8020,A
8021,A
8022,A
8023,A
8024,A
8025,A
8026,A
8027,A
8028,A
8029,A
8030,A
8031,A
8032,A
8033,A
8034,A
8035,A
8036,A
8037,A
8038,A
8039,A
8040,A
8041,A
8042,A
8043,A
8044,A
8045,A
8046,A
8047,A
8048,A
8049,A
8050,A
8051,A
8052,A
8053,A
8054,A
8055,A
8056,A
8057,A
8058,A
8059,A
8060,A
8061,A
8062,A
8063,A
8064,A
8065,A
8066,A
8067,A
8068,A
8069,A
8070,A
8071,A
8072,A
8073,A
8074,A
8075,A
8076,A
8077,A
8078,A
8079,A
8080,A
8081,A
8082,A
8083,A
8084,A
8085,A
8086,A
8087,A
8088,A
8089,A
8090,A
8091,A
8092,A
8093,A
8094,A
8095,A
8096,A
8097,A
8098,A
8099,A
8100,A
8101,A
8102,A
8103,A
8104,A
8105,A
8106,A
8107,A
8108,A
8109,A
8110,A
8111,A
8112,A
8113,A
8114,A
8115,A
8116,A
8117,A
8118,A
8119,A
8120,A
8121,A
8122,A
8123,A
8124,A
8125,A
8126,A
8127,A
8128,A
8129,A
8130,A
8131,A
8132,A
8133,A
8134,A
8135,A
8136,A
8137,A
8138,A
8139,A
8140,A
8141,A
8142,A
8143,A
8144,A
8145,A
8146,A
8147,A
8148,A
8149,A
8150,A
8151,A
8152,A
8153,A
8154,A
8155,A
8156,A
8157,A
8158,A
8159,A
8160,A
8161,A
8162,A
8163,A
8164,A
8165,A
8166,A
8167,A
8168,A
8169,A
8170,A
8171,A
8172,A
8173,A
8174,A
8175,A
8176,A
8177,A
8178,A
8179,A
8180,A
8181,A
8182,A
8183,A
8184,A
8185,A
8186,A
8187,A
8188,A
8189,A
8190,A
8191,A
8192,A
8193,A
8194,A
8195,A
8196,A
8197,A
8198,A
8199,A
8200,A
8201,A
8202,A
8203,A
8204,A
8205,A
8206,A
8207,A
8208,A
8209,A
8210,A
8211,A
8212,A
8213,A
8214,A
8215,A
8216,A
8217,A
8218,A
8219,A
8220,A
8221,A
8222,A
8223,A
8224,A
8225,A
8226,A
8227,A
8228,A
8229,A
8230,A
8231,A
8232,A
8233,A
8234,A
8235,A
8236,A
8237,A
8238,A
8239,A
8240,A
8241,A
8242,A
8243,A
8244,A
8245,A
8246,A
8247,A
8248,A
8249,A
8250,A
8251,A
8252,A
8253,A
8254,A
8255,A
8256,A
8257,A
8258,A
8259,A
8260,A
8261,A
8262,A
8263,A
8264,A
8265,A
8266,A
8267,A
8268,A
8269,A
8270,A
8271,A
8272,A
8273,A
8274,A
8275,A
8276,A
8277,A
8278,A
8279,A
8280,A
8281,A
8282,A
8283,A
8284,A
8285,A
8286,A
8287,A
8288,A
8289,A
8290,A
8291,A
8292,A
8293,A
8294,A
8295,A
8296,A
8297,A
8298,A
8299,A
8300,A
8301,A
8302,A
8303,A
8304,A
8305,A
8306,A
8307,A
8308,A
8309,A
8310,A
8311,A
8312,A
8313,A
8314,A
8315,A
8316,A
8317,A
8318,A
8319,A
8320,A
8321,A
8322,A
8323,A
8324,A
8325,A
8326,A
8327,A
8328,A
8329,A
8330,A
8331,A
8332,A
8333,A
8334,A
8335,A
8336,A
8337,A
8338,A
8339,A
8340,A
8341,A
8342,A
8343,A
8344,A
8345,A
8346,A
8347,A
8348,A
8349,A
8350,A
8351,A
8352,A
8353,A
8354,A
8355,A
8356,A
8357,A
8358,A
8359,A
8360,A
8361,A
8362,A
8363,A
8364,A
8365,A
8366,A
8367,A
8368,A
8369,A
8370,A
8371,A
8372,A
8373,A
8374,A
8375,A
8376,A
8377,A
8378,A
8379,A
8380,A
8381,A
8382,A
8383,A
8384,A
8385,A
8386,A
8387,A
8388,A
8389,A
8390,A
8391,A
8392,A
8393,A
8394,A
8395,A
8396,A
8397,A
8398,A
8399,A
8400,A
8401,A
8402,A
8403,A
8404,A
8405,A
8406,A
8407,A
8408,A
8409,A
8410,A
8411,A
8412,A
8413,A
8414,A
8415,A
8416,A
8417,A
8418,A
8419,A
8420,A
8421,A
8422,A
8423,A
8424,A
8425,A
8426,A
8427,A
8428,A
8429,A
8430,A
8431,A
8432,A
8433,A
8434,A
8435,A
8436,A
8437,A
8438,A
8439,A
8440,A
8441,A
8442,A
8443,A
8444,A
8445,A
8446,A
8447,A
8448,A
8449,A
8450,A
8451,A
8452,A
8453,A
8454,A
8455,A
8456,A
8457,A
8458,A
8459,A
8460,A
8461,A
8462,A
8463,A
8464,A
8465,A
8466,A
8467,A
8468,A
8469,A
8470,A
8471,A
8472,A
8473,A
8474,A
8475,A
8476,A
8477,A
8478,A
8479,A
8480,A
8481,A
8482,A
8483,A
8484,A
8485,A
8486,A
8487,A
8488,A
8489,A
8490,A
8491,A
8492,A
8493,A
8494,A
8495,A
8496,A
8497,A
8498,A
8499,A
8500,A
8501,A
8502,A
8503,A
8504,A
8505,A
8506,A
8507,A
8508,A
8509,A
8510,A
8511,A
8512,A
8513,A
8514,A
8515,A
8516,A
8517,A
8518,A
8519,A
8520,A
8521,A
8522,A
8523,A
8524,A
8525,A
8526,A
8527,A
8528,A
8529,A
8530,A
8531,A
8532,A
8533,A
8534,A
8535,A
8536,A
8537,A
8538,A
8539,A
8540,A
8541,A
8542,A
8543,A
8544,A
8545,A
8546,A
8547,A
8548,A
8549,A
8550,A
8551,A
8552,A
8553,A
8554,A
8555,A
8556,A
8557,A
8558,A
8559,A
8560,A
8561,A
8562,A
8563,A
8564,A
8565,A
8566,A
8567,A
8568,A
8569,A
8570,A
8571,A
8572,A
8573,A
8574,A
8575,A
8576,A
8577,A
8578,A
8579,A
8580,A
8581,A
8582,A
8583,A
8584,A
8585,A
8586,A
8587,A
8588,A
8589,A
8590,A
8591,A
8592,A
8593,A
8594,A
8595,A
8596,A
8597,A
8598,A
8599,A
8600,A
8601,A
8602,A
8603,A
8604,A
8605,A
8606,A
8607,A
8608,A
8609,A
8610,A
8611,A
8612,A
8613,A
8614,A
8615,A
8616,A
8617,A
8618,A
8619,A
8620,A
8621,A
8622,A
8623,A
8624,A
8625,A
8626,A
8627,A
8628,A
8629,A
8630,A
8631,A
8632,A
8633,A
8634,A
8635,A
8636,A
8637,A
8638,A
8639,A
8640,A
8641,A
8642,A
8643,A
8644,A
8645,A
8646,A
8647,A
8648,A
8649,A
8650,A
8651,A
8652,A
8653,A
8654,A
8655,A
8656,A
8657,A
8658,A
8659,A
8660,A
8661,A
8662,A
8663,A
8664,A
8665,A
8666,A
8667,A
8668,A
8669,A
8670,A
8671,A
8672,A
8673,A
8674,A
8675,A
8676,A
8677,A
8678,A
8679,A
8680,A
8681,A
8682,A
8683,A
8684,A
8685,A
8686,A
8687,A
8688,A
8689,A
8690,A
8691,A
8692,A
8693,A
8694,A
8695,A
8696,A
8697,A
8698,A
8699,A
8700,A
8701,A
8702,A
8703,A
8704,A
8705,A
8706,A
8707,A
8708,A
8709,A
8710,A
8711,A
8712,A
8713,A
8714,A
8715,A
8716,A
8717,A
8718,A
8719,A
8720,A
8721,A
8722,A
8723,A
8724,A
8725,A
8726,A
8727,A
8728,A
8729,A
8730,A
8731,A
8732,A
8733,A
8734,A
8735,A
8736,A
8737,A
8738,A
8739,A
8740,A
8741,A
8742,A
8743,A
8744,A
8745,A
8746,A
8747,A
8748,A
8749,A
8750,A
8751,A
8752,A
8753,A
8754,A
8755,A
8756,A
8757,A
8758,A
8759,A
8760,A
8761,A
8762,A
8763,A
8764,A
8765,A
8766,A
8767,A
8768,A
8769,A
8770,A
8771,A
8772,A
8773,A
8774,A
8775,A
8776,A
8777,A
8778,A
8779,A
8780,A
8781,A
8782,A
8783,A
8784,A
8785,A
8786,A
8787,A
8788,A
8789,A
8790,A
8791,A
8792,A
8793,A
8794,A
8795,A
8796,A
8797,A
8798,A
8799,A
8800,A
8801,A
8802,A
8803,A
8804,A
8805,A
8806,A
8807,A
8808,A
8809,A
8810,A
8811,A
8812,A
8813,A
8814,A
8815,A
8816,A
8817,A
8818,A
8819,A
8820,A
8821,A
8822,A
8823,A
8824,A
8825,A
8826,A
8827,A
8828,A
8829,A
8830,A
8831,A
8832,A
8833,A
8834,A
8835,A
8836,A
8837,A
8838,A
8839,A
8840,A
8841,A
8842,A
8843,A
8844,A
8845,A
8846,A
8847,A
8848,A
8849,A
8850,A
8851,A
8852,A
8853,A
8854,A
8855,A
8856,A
8857,A
8858,A
8859,A
8860,A
8861,A
8862,A
8863,A
8864,A
8865,A
8866,A
8867,A
8868,A
8869,A
8870,A
8871,A
8872,A
8873,A
8874,A
8875,A
8876,A
8877,A
8878,A
8879,A
8880,A
8881,A
8882,A
8883,A
8884,A
8885,A
8886,A
8887,A
8888,A
8889,A
8890,A
8891,A
8892,A
8893,A
8894,A
8895,A
8896,A
8897,A
8898,A
8899,A
8900,A
8901,A
8902,A
8903,A
8904,A
8905,A
8906,A
8907,A
8908,A
8909,A
8910,A
8911,A
8912,A
8913,A
8914,A
8915,A
8916,A
8917,A
8918,A
8919,A
8920,A
8921,A
8922,A
8923,A
8924,A
8925,A
8926,A
8927,A
8928,A
8929,A
8930,A
8931,A
8932,A
8933,A
8934,A
8935,A
8936,A
8937,A
8938,A
8939,A
8940,A
8941,A
8942,A
8943,A
8944,A
8945,A
8946,A
8947,A
8948,A
8949,A
8950,A
8951,A
8952,A
8953,A
8954,A
8955,A
8956,A
8957,A
8958,A
8959,A
8960,A
8961,A
8962,A
8963,A
8964,A
8965,A
8966,A
8967,A
8968,A
8969,A
8970,A
8971,A
8972,A
8973,A
8974,A
8975,A
8976,A
8977,A
8978,A
8979,A
8980,A
8981,A
8982,A
8983,A
8984,A
8985,A
8986,A
8987,A
8988,A
8989,A
8990,A
8991,A
8992,A
8993,A
8994,A
8995,A
8996,A
8997,A
8998,A
8999,A
9000,A
9001,A
9002,A
9003,A
9004,A
9005,A
9006,A
9007,A
9008,A
9009,A
9010,A
9011,A
9012,A
9013,A
9014,A
9015,A
9016,A
9017,A
9018,A
9019,A
9020,A
9021,A
9022,A
9023,A
9024,A
9025,A
9026,A
9027,A
9028,A
9029,A
9030,A
9031,A
9032,A
9033,A
9034,A
9035,A
9036,A
9037,A
9038,A
9039,A
9040,A
9041,A
9042,A
9043,A
9044,A
9045,A
9046,A
9047,A
9048,A
9049,A
9050,A
9051,A
9052,A
9053,A
9054,A
9055,A
9056,A
9057,A
9058,A
9059,A
9060,A
9061,A
9062,A
9063,A
9064,A
9065,A
9066,A
9067,A
9068,A
9069,A
9070,A
9071,A
9072,A
9073,A
9074,A
9075,A
9076,A
9077,A
9078,A
9079,A
9080,A
