"rules","support","confidence","lift"
"{candy} => {whole milk}",0.00823589222165735,0.275510204081633,1.07825024160082
"{ham} => {yogurt}",0.0067107269954245,0.2578125,1.84809470663265
"{ham} => {rolls/buns}",0.00691408235892222,0.265625,1.4441248618021
"{ham} => {other vegetables}",0.00915099135739705,0.3515625,1.81692968339464
"{ham} => {whole milk}",0.0114895780376207,0.44140625,1.72750913997214
"{sliced cheese} => {sausage}",0.00701576004067107,0.286307053941909,3.04743493021501
"{sliced cheese} => {yogurt}",0.00803253685815963,0.327800829875519,2.3497967651791
"{sliced cheese} => {rolls/buns}",0.00762582613116421,0.311203319502075,1.69192075583356
"{sliced cheese} => {other vegetables}",0.0090493136756482,0.369294605809129,1.90857196433672
"{sliced cheese} => {whole milk}",0.0107778342653787,0.439834024896266,1.72135600272772
"{oil} => {root vegetables}",0.00701576004067107,0.25,2.29361007462687
"{oil} => {other vegetables}",0.0099644128113879,0.355072463768116,1.83506972210164
"{oil} => {whole milk}",0.011286222674123,0.402173913043478,1.57396754269105
"{onions} => {root vegetables}",0.00945602440264362,0.304918032786885,2.79745228774162
"{onions} => {other vegetables}",0.0142348754448399,0.459016393442623,2.37226811850142
"{onions} => {whole milk}",0.0120996441281139,0.390163934426229,1.52696470158455
"{berries} => {whipped/sour cream}",0.0090493136756482,0.27217125382263,3.7968855054547
"{berries} => {yogurt}",0.010574478901881,0.318042813455657,2.27984771890408
"{berries} => {other vegetables}",0.0102694458566345,0.308868501529052,1.59628045850669
"{berries} => {whole milk}",0.0117946110828673,0.35474006116208,1.38832809452012
"{hamburger meat} => {rolls/buns}",0.00864260294865277,0.259938837920489,1.41321087393478
"{hamburger meat} => {other vegetables}",0.0138281647178444,0.415902140672783,2.14944695402881
"{hamburger meat} => {whole milk}",0.0147432638535841,0.443425076452599,1.73541011815015
"{hygiene articles} => {other vegetables}",0.00955770208439248,0.290123456790123,1.49940315161895
"{hygiene articles} => {whole milk}",0.0128113879003559,0.388888888888889,1.52197462086041
"{salty snack} => {other vegetables}",0.0107778342653787,0.28494623655914,1.47264647218032
"{salty snack} => {whole milk}",0.0111845449923742,0.295698924731183,1.15726180848833
"{sugar} => {other vegetables}",0.0107778342653787,0.318318318318318,1.64511858153477
"{sugar} => {whole milk}",0.0150482968988307,0.444444444444444,1.73939956669762
"{waffles} => {other vegetables}",0.0100660904931368,0.261904761904762,1.35356454720617
"{waffles} => {whole milk}",0.012709710218607,0.330687830687831,1.29419610617382
"{long life bakery product} => {other vegetables}",0.0106761565836299,0.285326086956522,1.47460959811739
"{long life bakery product} => {whole milk}",0.0135231316725979,0.361413043478261,1.41444380525615
"{dessert} => {soda}",0.00986273512963904,0.265753424657534,1.52401453732178
"{dessert} => {yogurt}",0.00986273512963904,0.265753424657534,1.90501817165222
"{dessert} => {other vegetables}",0.0115912557193696,0.312328767123288,1.61416364932083
"{dessert} => {whole milk}",0.0137264870360956,0.36986301369863,1.44751402297096
"{cream cheese} => {yogurt}",0.0124046771733604,0.312820512820513,2.24241234955521
"{cream cheese} => {rolls/buns}",0.0099644128113879,0.251282051282051,1.36614647559921
"{cream cheese} => {other vegetables}",0.0137264870360956,0.346153846153846,1.78897691903472
"{cream cheese} => {whole milk}",0.0164717844433147,0.415384615384615,1.62566959502893
"{chicken} => {root vegetables}",0.0108795119471276,0.253554502369668,2.32622064440829
"{chicken} => {other vegetables}",0.0178952719877987,0.417061611374408,2.15543927896337
"{chicken} => {whole milk}",0.0175902389425521,0.409952606635071,1.6044106192821
"{white bread} => {other vegetables}",0.0137264870360956,0.326086956521739,1.68526811213416
"{white bread} => {whole milk}",0.0170818505338078,0.405797101449275,1.58814743046304
"{chocolate} => {soda}",0.0135231316725979,0.272540983606557,1.56293911007026
"{chocolate} => {other vegetables}",0.012709710218607,0.256147540983607,1.32381033398517
"{chocolate} => {whole milk}",0.0166751398068124,0.336065573770492,1.31524270514635
"{coffee} => {whole milk}",0.0187086934417895,0.322241681260946,1.2611408417037
"{frozen vegetables} => {yogurt}",0.0124046771733604,0.257928118393235,1.84892350174742
"{frozen vegetables} => {other vegetables}",0.0177935943060498,0.369978858350951,1.91210828790416
"{frozen vegetables} => {whole milk}",0.0204372140315201,0.424947145877378,1.66309398316913
"{beef} => {root vegetables}",0.0173868835790544,0.331395348837209,3.04036684311003
"{beef} => {rolls/buns}",0.0136248093543467,0.25968992248062,1.41185759402814
"{beef} => {other vegetables}",0.0197254702592781,0.375968992248062,1.94306623161308
"{beef} => {whole milk}",0.0212506354855109,0.405038759689922,1.58517954697588
"{curd} => {yogurt}",0.0172852058973055,0.324427480916031,2.32561536064808
"{curd} => {other vegetables}",0.0171835282155567,0.322519083969466,1.66682879182328
"{curd} => {whole milk}",0.026131164209456,0.490458015267176,1.91948053328797
"{napkins} => {other vegetables}",0.0144382308083376,0.275728155339806,1.4250059946227
"{napkins} => {whole milk}",0.0197254702592781,0.376699029126214,1.47426778808448
"{pork} => {other vegetables}",0.0216573462125064,0.375661375661376,1.94147642124521
"{pork} => {whole milk}",0.0221657346212506,0.384479717813051,1.5047186727781
"{frankfurter} => {rolls/buns}",0.0192170818505338,0.325862068965517,1.77161605764282
"{frankfurter} => {other vegetables}",0.0164717844433147,0.279310344827586,1.44351930708319
"{frankfurter} => {whole milk}",0.0205388917132689,0.348275862068965,1.36302948804149
"{bottled beer} => {whole milk}",0.0204372140315201,0.253787878787879,0.993236684392673
"{brown bread} => {other vegetables}",0.0187086934417895,0.288401253918495,1.49050253930026
"{brown bread} => {whole milk}",0.0252160650737163,0.38871473354232,1.5212930379581
"{margarine} => {rolls/buns}",0.0147432638535841,0.251736111111111,1.36861506510657
"{margarine} => {other vegetables}",0.0197254702592781,0.336805555555556,1.74066349915338
"{margarine} => {whole milk}",0.0241992882562278,0.413194444444444,1.61709803466419
"{butter} => {yogurt}",0.0146415861718353,0.264220183486239,1.89402733570492
"{butter} => {other vegetables}",0.0200305033045247,0.361467889908257,1.86812227916327
"{butter} => {whole milk}",0.02755465175394,0.497247706422018,1.94605300145665
"{newspapers} => {whole milk}",0.0273512963904423,0.342675159235669,1.34111030285826
"{domestic eggs} => {other vegetables}",0.0222674123029995,0.350961538461538,1.81382382068798
"{domestic eggs} => {whole milk}",0.0299949161159126,0.47275641025641,1.85020266409542
"{fruit/vegetable juice} => {soda}",0.018403660396543,0.254571026722925,1.45988690834984
"{fruit/vegetable juice} => {yogurt}",0.0187086934417895,0.258790436005626,1.85510491116278
"{fruit/vegetable juice} => {other vegetables}",0.0210472801220132,0.291139240506329,1.50465287986324
"{fruit/vegetable juice} => {whole milk}",0.0266395526182003,0.368495077355837,1.44216040023663
"{whipped/sour cream} => {yogurt}",0.0207422470767667,0.28936170212766,2.07425097698654
"{whipped/sour cream} => {other vegetables}",0.0288764616166751,0.402836879432624,2.08192365171827
"{whipped/sour cream} => {whole milk}",0.0322318251143874,0.449645390070922,1.75975424247812
"{pip fruit} => {tropical fruit}",0.0204372140315201,0.270161290322581,2.57464756814204
"{pip fruit} => {other vegetables}",0.026131164209456,0.345430107526882,1.78523652523746
"{pip fruit} => {whole milk}",0.0300965937976614,0.397849462365591,1.55704316051158
"{pastry} => {other vegetables}",0.0225724453482461,0.253714285714286,1.31123489227535
"{pastry} => {whole milk}",0.033248601931876,0.373714285714286,1.46258654994031
"{citrus fruit} => {yogurt}",0.0216573462125064,0.261670761670762,1.87575214360929
"{citrus fruit} => {other vegetables}",0.0288764616166751,0.348894348894349,1.80314026346606
"{citrus fruit} => {whole milk}",0.0305033045246568,0.368550368550369,1.44237679056621
"{sausage} => {soda}",0.0243009659379766,0.258658008658009,1.48332449863062
"{sausage} => {rolls/buns}",0.0306049822064057,0.325757575757576,1.7710479588589
"{sausage} => {other vegetables}",0.0269445856634469,0.286796536796537,1.48220911161006
"{sausage} => {whole milk}",0.0298932384341637,0.318181818181818,1.24525196252216
"{bottled water} => {soda}",0.028978139298424,0.262189512419503,1.50357659163021
"{bottled water} => {whole milk}",0.0343670564311134,0.310947562097516,1.21693962325072
"{tropical fruit} => {yogurt}",0.0292831723436706,0.27906976744186,2.00047460844803
"{tropical fruit} => {other vegetables}",0.0358922216573462,0.342054263565891,1.7677896385552
"{tropical fruit} => {whole milk}",0.0422979156075241,0.403100775193798,1.57759495584202
"{root vegetables} => {other vegetables}",0.047381799694967,0.434701492537313,2.2466049285888
"{root vegetables} => {whole milk}",0.0489069649211998,0.448694029850746,1.75603095247994
"{yogurt} => {other vegetables}",0.0434163701067616,0.311224489795918,1.6084565723294
"{yogurt} => {whole milk}",0.0560244026436197,0.401603498542274,1.57173514053453
"{rolls/buns} => {whole milk}",0.0566344687341129,0.307904919845218,1.20503178936638
"{other vegetables} => {whole milk}",0.0748347737671581,0.386757750919601,1.51363409482462
"{whole milk} => {other vegetables}",0.0748347737671581,0.292877039395145,1.51363409482462
"{onions,other vegetables} => {whole milk}",0.00660904931367565,0.464285714285714,1.81705133306805
"{onions,whole milk} => {other vegetables}",0.00660904931367565,0.546218487394958,2.82294210379895
"{hamburger meat,other vegetables} => {whole milk}",0.00630401626842908,0.455882352941176,1.78416352613469
"{hamburger meat,whole milk} => {other vegetables}",0.00630401626842908,0.427586206896552,2.20983202565822
"{other vegetables,sugar} => {whole milk}",0.00630401626842908,0.584905660377358,2.28911546749356
"{sugar,whole milk} => {other vegetables}",0.00630401626842908,0.418918918918919,2.16503813324623
"{cream cheese,yogurt} => {whole milk}",0.00660904931367565,0.532786885245902,2.08514087401251
"{cream cheese,whole milk} => {yogurt}",0.00660904931367565,0.401234567901235,2.8761967750063
"{cream cheese,other vegetables} => {whole milk}",0.0067107269954245,0.488888888888889,1.91333952336738
"{cream cheese,whole milk} => {other vegetables}",0.0067107269954245,0.407407407407407,2.10554485120959
"{chicken,other vegetables} => {whole milk}",0.00843924758515506,0.471590909090909,1.84564130159534
"{chicken,whole milk} => {other vegetables}",0.00843924758515506,0.479768786127168,2.47951971180278
"{coffee,other vegetables} => {whole milk}",0.00640569395017794,0.477272727272727,1.86787794378324
"{coffee,whole milk} => {other vegetables}",0.00640569395017794,0.342391304347826,1.76953151774087
"{frozen vegetables,root vegetables} => {other vegetables}",0.00610066090493137,0.526315789473684,2.72008186519899
"{frozen vegetables,other vegetables} => {root vegetables}",0.00610066090493137,0.342857142857143,3.1455223880597
"{frozen vegetables,root vegetables} => {whole milk}",0.00620233858668022,0.535087719298246,2.09414553095831
"{frozen vegetables,whole milk} => {root vegetables}",0.00620233858668022,0.303482587064677,2.78428287666147
"{frozen vegetables,yogurt} => {whole milk}",0.00610066090493137,0.491803278688525,1.9247454221654
"{frozen vegetables,whole milk} => {yogurt}",0.00610066090493137,0.298507462686567,2.13981114833993
"{frozen vegetables,other vegetables} => {whole milk}",0.00965937976614133,0.542857142857143,2.12455232789495
"{frozen vegetables,whole milk} => {other vegetables}",0.00965937976614133,0.472636815920398,2.44266058043989
"{beef,root vegetables} => {other vegetables}",0.00793085917641078,0.456140350877193,2.35740428317246
"{beef,other vegetables} => {root vegetables}",0.00793085917641078,0.402061855670103,3.68869249115248
"{beef,root vegetables} => {whole milk}",0.00803253685815963,0.461988304093567,1.80806007590936
"{beef,whole milk} => {root vegetables}",0.00803253685815963,0.37799043062201,3.46785063914875
"{beef,yogurt} => {whole milk}",0.00610066090493137,0.521739130434783,2.04190383916677
"{beef,whole milk} => {yogurt}",0.00610066090493137,0.287081339712919,2.05790450151352
"{beef,rolls/buns} => {whole milk}",0.00681240467717336,0.5,1.95682451253482
"{beef,whole milk} => {rolls/buns}",0.00681240467717336,0.320574162679426,1.74286726918306
"{beef,other vegetables} => {whole milk}",0.00925266903914591,0.469072164948454,1.83578382103782
"{beef,whole milk} => {other vegetables}",0.00925266903914591,0.435406698564593,2.25024954302826
"{curd,tropical fruit} => {whole milk}",0.00650737163192679,0.633663366336634,2.47993601588571
"{curd,root vegetables} => {whole milk}",0.00620233858668022,0.570093457943925,2.23114570588082
"{curd,yogurt} => {other vegetables}",0.00610066090493137,0.352941176470588,1.82405489783932
"{curd,other vegetables} => {yogurt}",0.00610066090493137,0.355029585798817,2.54498249003743
"{curd,yogurt} => {whole milk}",0.0100660904931368,0.582352941176471,2.27912502048173
"{curd,whole milk} => {yogurt}",0.0100660904931368,0.385214007782101,2.76135551496863
"{curd,other vegetables} => {whole milk}",0.00986273512963904,0.57396449704142,2.24629559427074
"{curd,whole milk} => {other vegetables}",0.00986273512963904,0.377431906614786,1.95062680060768
"{napkins,yogurt} => {whole milk}",0.00610066090493137,0.495867768595041,1.94065240912544
"{napkins,whole milk} => {yogurt}",0.00610066090493137,0.309278350515464,2.21702082895014
"{napkins,other vegetables} => {whole milk}",0.00681240467717336,0.471830985915493,1.84658087802581
"{napkins,whole milk} => {other vegetables}",0.00681240467717336,0.345360824742268,1.78487846103006
"{pork,root vegetables} => {other vegetables}",0.00701576004067107,0.514925373134328,2.66121442184767
"{other vegetables,pork} => {root vegetables}",0.00701576004067107,0.323943661971831,2.97200178684045
"{pork,root vegetables} => {whole milk}",0.00681240467717336,0.5,1.95682451253482
"{pork,whole milk} => {root vegetables}",0.00681240467717336,0.307339449541284,2.81966743119266
"{pork,rolls/buns} => {whole milk}",0.00620233858668022,0.54954954954955,2.15074405882205
"{pork,whole milk} => {rolls/buns}",0.00620233858668022,0.279816513761468,1.52127994076508
"{other vegetables,pork} => {whole milk}",0.0101677681748856,0.469483568075117,1.8373939084834
"{pork,whole milk} => {other vegetables}",0.0101677681748856,0.458715596330275,2.37071355223766
"{frankfurter,yogurt} => {whole milk}",0.00620233858668022,0.554545454545455,2.17029627753862
"{frankfurter,whole milk} => {yogurt}",0.00620233858668022,0.301980198019802,2.16470499090725
"{frankfurter,other vegetables} => {whole milk}",0.00762582613116421,0.462962962962963,1.81187454864335
"{frankfurter,whole milk} => {other vegetables}",0.00762582613116421,0.371287128712871,1.918869632628
"{bottled beer,bottled water} => {whole milk}",0.00610066090493137,0.387096774193548,1.51496091293018
"{bottled beer,whole milk} => {bottled water}",0.00610066090493137,0.298507462686567,2.700847189993
"{bottled beer,other vegetables} => {whole milk}",0.00762582613116421,0.471698113207547,1.8460608608819
"{bottled beer,whole milk} => {other vegetables}",0.00762582613116421,0.373134328358209,1.9284162477157
"{brown bread,yogurt} => {whole milk}",0.00711743772241993,0.48951048951049,1.91577225003409
"{brown bread,whole milk} => {yogurt}",0.00711743772241993,0.282258064516129,2.02332949308756
"{brown bread,other vegetables} => {whole milk}",0.00935434672089476,0.5,1.95682451253482
"{brown bread,whole milk} => {other vegetables}",0.00935434672089476,0.370967741935484,1.91721899208381
"{margarine,yogurt} => {whole milk}",0.00701576004067107,0.492857142857143,1.92886987664146
"{margarine,whole milk} => {yogurt}",0.00701576004067107,0.289915966386555,2.07822414680158
"{margarine,rolls/buns} => {whole milk}",0.00793085917641078,0.537931034482759,2.10527326865815
"{margarine,whole milk} => {rolls/buns}",0.00793085917641078,0.327731092436975,1.78177738757194
"{margarine,other vegetables} => {whole milk}",0.00925266903914591,0.469072164948454,1.83578382103782
"{margarine,whole milk} => {other vegetables}",0.00925266903914591,0.382352941176471,1.97605947265927
"{butter,whipped/sour cream} => {whole milk}",0.0067107269954245,0.66,2.58300835654596
"{butter,tropical fruit} => {whole milk}",0.00620233858668022,0.622448979591837,2.43604684213518
"{butter,root vegetables} => {other vegetables}",0.00660904931367565,0.511811023622047,2.6451189791502
"{butter,other vegetables} => {root vegetables}",0.00660904931367565,0.32994923857868,3.0270995908781
"{butter,root vegetables} => {whole milk}",0.00823589222165735,0.637795275590551,2.49610685850898
"{butter,whole milk} => {root vegetables}",0.00823589222165735,0.298892988929889,2.74217588257972
"{butter,yogurt} => {other vegetables}",0.00640569395017794,0.4375,2.26106805044666
"{butter,other vegetables} => {yogurt}",0.00640569395017794,0.319796954314721,2.29242204496012
"{butter,yogurt} => {whole milk}",0.00935434672089476,0.638888888888889,2.50038687712782
"{butter,whole milk} => {yogurt}",0.00935434672089476,0.339483394833948,2.4335416823556
"{butter,rolls/buns} => {whole milk}",0.00660904931367565,0.492424242424242,1.92717565628429
"{butter,other vegetables} => {whole milk}",0.0114895780376207,0.573604060913706,2.24488497377091
"{butter,whole milk} => {other vegetables}",0.0114895780376207,0.416974169741697,2.15498736700452
"{newspapers,yogurt} => {whole milk}",0.00660904931367565,0.43046357615894,1.68468335516243
"{newspapers,rolls/buns} => {whole milk}",0.00762582613116421,0.38659793814433,1.51300864371249
"{newspapers,whole milk} => {rolls/buns}",0.00762582613116421,0.278810408921933,1.51581004518917
"{newspapers,other vegetables} => {whole milk}",0.0083375699034062,0.431578947368421,1.689048526609
"{newspapers,whole milk} => {other vegetables}",0.0083375699034062,0.304832713754647,1.57542287954648
"{domestic eggs,tropical fruit} => {whole milk}",0.00691408235892222,0.607142857142857,2.37614405093514
"{domestic eggs,root vegetables} => {other vegetables}",0.00732079308591764,0.51063829787234,2.63905815006541
"{domestic eggs,other vegetables} => {root vegetables}",0.00732079308591764,0.328767123287671,3.01625434471478
"{domestic eggs,root vegetables} => {whole milk}",0.00854092526690392,0.595744680851064,2.33153558940319
"{domestic eggs,whole milk} => {root vegetables}",0.00854092526690392,0.284745762711864,2.61238300025297
"{domestic eggs,yogurt} => {whole milk}",0.00772750381291307,0.539007092198582,2.1094845808886
"{domestic eggs,whole milk} => {yogurt}",0.00772750381291307,0.257627118644068,1.84676582497406
"{domestic eggs,rolls/buns} => {whole milk}",0.00660904931367565,0.422077922077922,1.65186484824368
"{domestic eggs,other vegetables} => {whole milk}",0.0123029994916116,0.552511415525114,2.16233576270971
"{domestic eggs,whole milk} => {other vegetables}",0.0123029994916116,0.410169491525424,2.11981973155677
"{fruit/vegetable juice,tropical fruit} => {other vegetables}",0.00660904931367565,0.481481481481481,2.48837118779315
"{fruit/vegetable juice,other vegetables} => {tropical fruit}",0.00660904931367565,0.314009661835749,2.99252424821181
"{fruit/vegetable juice,root vegetables} => {other vegetables}",0.00660904931367565,0.550847457627119,2.84686534196674
"{fruit/vegetable juice,other vegetables} => {root vegetables}",0.00660904931367565,0.314009661835749,2.88086289566659
"{fruit/vegetable juice,root vegetables} => {whole milk}",0.00650737163192679,0.542372881355932,2.12265709834285
"{fruit/vegetable juice,soda} => {whole milk}",0.00610066090493137,0.331491712707182,1.29734221825513
"{fruit/vegetable juice,yogurt} => {other vegetables}",0.00823589222165735,0.440217391304348,2.27511195138111
"{fruit/vegetable juice,other vegetables} => {yogurt}",0.00823589222165735,0.391304347826087,2.8050133096717
"{fruit/vegetable juice,yogurt} => {whole milk}",0.00945602440264362,0.505434782608696,1.97809434419281
"{fruit/vegetable juice,whole milk} => {yogurt}",0.00945602440264362,0.354961832061069,2.54449680635613
"{fruit/vegetable juice,other vegetables} => {whole milk}",0.0104728012201322,0.497584541062802,1.94737125402016
"{fruit/vegetable juice,whole milk} => {other vegetables}",0.0104728012201322,0.393129770992366,2.03175580541772
"{citrus fruit,whipped/sour cream} => {whole milk}",0.00630401626842908,0.579439252336449,2.26772186499362
"{tropical fruit,whipped/sour cream} => {yogurt}",0.00620233858668022,0.448529411764706,3.21522358943577
"{whipped/sour cream,yogurt} => {tropical fruit}",0.00620233858668022,0.299019607843137,2.84966845265238
"{tropical fruit,whipped/sour cream} => {other vegetables}",0.00782918149466192,0.566176470588235,2.92608806528392
"{other vegetables,whipped/sour cream} => {tropical fruit}",0.00782918149466192,0.27112676056338,2.58384853695818
"{tropical fruit,whipped/sour cream} => {whole milk}",0.00793085917641078,0.573529411764706,2.2445928232017
"{root vegetables,whipped/sour cream} => {yogurt}",0.00640569395017794,0.375,2.68813775510204
"{whipped/sour cream,yogurt} => {root vegetables}",0.00640569395017794,0.308823529411765,2.8332830333626
"{root vegetables,whipped/sour cream} => {other vegetables}",0.00854092526690392,0.5,2.58407777193904
"{other vegetables,whipped/sour cream} => {root vegetables}",0.00854092526690392,0.295774647887324,2.71356684885432
"{root vegetables,whipped/sour cream} => {whole milk}",0.00945602440264362,0.553571428571429,2.16648428173498
"{whipped/sour cream,whole milk} => {root vegetables}",0.00945602440264362,0.293375394321767,2.69155504025613
"{whipped/sour cream,yogurt} => {other vegetables}",0.0101677681748856,0.490196078431373,2.5334095803324
"{other vegetables,whipped/sour cream} => {yogurt}",0.0101677681748856,0.352112676056338,2.52407300948548
"{whipped/sour cream,yogurt} => {whole milk}",0.0108795119471276,0.524509803921569,2.05274728275711
"{whipped/sour cream,whole milk} => {yogurt}",0.0108795119471276,0.337539432176656,2.4196066439194
"{rolls/buns,whipped/sour cream} => {other vegetables}",0.0067107269954245,0.458333333333333,2.36873795761079
"{rolls/buns,whipped/sour cream} => {whole milk}",0.00782918149466192,0.534722222222222,2.09271510368307
"{other vegetables,whipped/sour cream} => {whole milk}",0.0146415861718353,0.507042253521127,1.98438542116207
"{whipped/sour cream,whole milk} => {other vegetables}",0.0146415861718353,0.454258675078864,2.34767948996355
"{pip fruit,tropical fruit} => {yogurt}",0.00640569395017794,0.313432835820896,2.24680170575693
"{pip fruit,yogurt} => {tropical fruit}",0.00640569395017794,0.355932203389831,3.39204769412692
"{pip fruit,tropical fruit} => {other vegetables}",0.00945602440264362,0.462686567164179,2.39123614716747
"{other vegetables,pip fruit} => {tropical fruit}",0.00945602440264362,0.361867704280156,3.44861324766989
"{other vegetables,tropical fruit} => {pip fruit}",0.00945602440264362,0.263456090651558,3.48264872521246
"{pip fruit,tropical fruit} => {whole milk}",0.00843924758515506,0.412935323383085,1.61608392577502
"{pip fruit,whole milk} => {tropical fruit}",0.00843924758515506,0.280405405405405,2.67227438194008
"{pip fruit,root vegetables} => {other vegetables}",0.00813421453990849,0.522875816993464,2.70230355235456
"{other vegetables,pip fruit} => {root vegetables}",0.00813421453990849,0.311284046692607,2.85585690225913
"{pip fruit,root vegetables} => {whole milk}",0.00894763599389934,0.57516339869281,2.25098767454986
"{pip fruit,whole milk} => {root vegetables}",0.00894763599389934,0.297297297297297,2.72753630496168
"{pip fruit,yogurt} => {other vegetables}",0.00813421453990849,0.451977401129944,2.33588951135733
"{other vegetables,pip fruit} => {yogurt}",0.00813421453990849,0.311284046692607,2.23139839593425
"{pip fruit,yogurt} => {whole milk}",0.00955770208439248,0.531073446327684,2.07843507546071
"{pip fruit,whole milk} => {yogurt}",0.00955770208439248,0.317567567567568,2.27644098179812
"{pip fruit,rolls/buns} => {whole milk}",0.00620233858668022,0.445255474452555,1.74257365349816
"{other vegetables,pip fruit} => {whole milk}",0.0135231316725979,0.517509727626459,2.02535144098935
"{pip fruit,whole milk} => {other vegetables}",0.0135231316725979,0.449324324324324,2.32217799775603
"{pastry,tropical fruit} => {whole milk}",0.0067107269954245,0.507692307692308,1.98692950503535
"{pastry,soda} => {whole milk}",0.00823589222165735,0.391304347826087,1.53142787937508
"{pastry,yogurt} => {other vegetables}",0.00660904931367565,0.373563218390805,1.93063281811538
"{other vegetables,pastry} => {yogurt}",0.00660904931367565,0.292792792792793,2.09884629527487
"{pastry,yogurt} => {whole milk}",0.00915099135739705,0.517241379310345,2.02430121986361
"{pastry,whole milk} => {yogurt}",0.00915099135739705,0.275229357798165,1.9729451413593
"{pastry,rolls/buns} => {other vegetables}",0.00610066090493137,0.29126213592233,1.50528802248876
"{other vegetables,pastry} => {rolls/buns}",0.00610066090493137,0.27027027027027,1.46937982758878
"{pastry,rolls/buns} => {whole milk}",0.00854092526690392,0.407766990291262,1.59585688400898
"{pastry,whole milk} => {rolls/buns}",0.00854092526690392,0.256880733944954,1.39658486365319
"{other vegetables,pastry} => {whole milk}",0.010574478901881,0.468468468468468,1.83342116489749
"{pastry,whole milk} => {other vegetables}",0.010574478901881,0.318042813455657,1.64369472955144
"{citrus fruit,tropical fruit} => {yogurt}",0.00630401626842908,0.316326530612245,2.26754477301125
"{citrus fruit,yogurt} => {tropical fruit}",0.00630401626842908,0.291079812206573,2.7740018924919
"{citrus fruit,tropical fruit} => {other vegetables}",0.0090493136756482,0.454081632653061,2.34676450716913
"{citrus fruit,other vegetables} => {tropical fruit}",0.0090493136756482,0.313380281690141,2.98652623102959
"{other vegetables,tropical fruit} => {citrus fruit}",0.0090493136756482,0.252124645892351,3.04624802500157
"{citrus fruit,tropical fruit} => {whole milk}",0.0090493136756482,0.454081632653061,1.77711613893468
"{citrus fruit,whole milk} => {tropical fruit}",0.0090493136756482,0.296666666666667,2.82724483204134
"{citrus fruit,root vegetables} => {other vegetables}",0.0103711235383833,0.586206896551724,3.02960842227336
"{citrus fruit,other vegetables} => {root vegetables}",0.0103711235383833,0.359154929577465,3.2950454593231
